hour,it_kW,cooling_kW,ambientC,wetbulbC
7854,250.000,133.822,26.00,24.00
7855,350.000,160.031,25.80,23.80
7856,500.000,213.707,25.20,23.20
7857,450.000,193.188,24.24,22.24
7858,300.000,145.861,23.00,21.00
7859,200.000,122.085,21.55,19.55
7860,250.000,133.424,20.00,18.00
7861,350.000,159.660,18.45,16.45
7862,500.000,213.595,17.00,15.00
7863,450.000,193.188,15.76,13.76
7864,300.000,145.861,14.80,12.80
7865,200.000,122.085,14.20,12.20
7866,250.000,133.424,14.00,12.00
7867,350.000,159.660,14.20,12.20
7868,500.000,213.595,14.80,12.80
7869,450.000,193.188,15.76,13.76
7870,300.000,145.861,17.00,15.00
7871,200.000,122.085,18.45,16.45
7872,250.000,133.424,20.00,18.00
7873,350.000,159.660,21.55,19.55
7874,500.000,213.595,23.00,21.00
7875,450.000,193.188,24.24,22.24
7876,300.000,145.946,25.20,23.20
7877,200.000,122.375,25.80,23.80
7878,250.000,133.822,26.00,24.00
7879,350.000,160.031,25.80,23.80
7880,500.000,213.707,25.20,23.20
7881,450.000,193.188,24.24,22.24
7882,300.000,145.861,23.00,21.00
7883,200.000,122.085,21.55,19.55
7884,250.000,133.424,20.00,18.00
7885,350.000,159.660,18.45,16.45
7886,500.000,213.595,17.00,15.00
7887,450.000,193.188,15.76,13.76
7888,300.000,145.861,14.80,12.80
7889,200.000,122.085,14.20,12.20
7890,250.000,133.424,14.00,12.00
7891,350.000,159.660,14.20,12.20
7892,500.000,213.595,14.80,12.80
7893,450.000,193.188,15.76,13.76
7894,300.000,145.861,17.00,15.00
7895,200.000,122.085,18.45,16.45
7896,250.000,133.424,20.00,18.00
7897,350.000,159.660,21.55,19.55
7898,500.000,213.595,23.00,21.00
7899,450.000,193.188,24.24,22.24
7900,300.000,145.946,25.20,23.20
7901,200.000,122.375,25.80,23.80
7902,250.000,133.822,26.00,24.00
7903,350.000,160.031,25.80,23.80
7904,500.000,213.707,25.20,23.20
7905,450.000,193.188,24.24,22.24
7906,300.000,145.861,23.00,21.00
7907,200.000,122.085,21.55,19.55
7908,250.000,133.424,20.00,18.00
7909,350.000,159.660,18.45,16.45
7910,500.000,213.595,17.00,15.00
7911,450.000,193.188,15.76,13.76
7912,300.000,145.861,14.80,12.80
7913,200.000,122.085,14.20,12.20
7914,250.000,133.424,14.00,12.00
7915,350.000,159.660,14.20,12.20
7916,500.000,213.595,14.80,12.80
7917,450.000,193.188,15.76,13.76
7918,300.000,145.861,17.00,15.00
7919,200.000,122.085,18.45,16.45
7920,250.000,133.424,20.00,18.00
7921,350.000,159.660,21.55,19.55
7922,500.000,213.595,23.00,21.00
7923,450.000,193.188,24.24,22.24
7924,300.000,145.946,25.20,23.20
7925,200.000,122.375,25.80,23.80
7926,250.000,133.822,26.00,24.00
7927,350.000,160.031,25.80,23.80
7928,500.000,213.707,25.20,23.20
7929,450.000,193.188,24.24,22.24
7930,300.000,145.861,23.00,21.00
7931,200.000,122.085,21.55,19.55
7932,250.000,133.424,20.00,18.00
7933,350.000,159.660,18.45,16.45
7934,500.000,213.595,17.00,15.00
7935,450.000,193.188,15.76,13.76
7936,300.000,145.861,14.80,12.80
7937,200.000,122.085,14.20,12.20
7938,250.000,133.424,14.00,12.00
7939,350.000,159.660,14.20,12.20
7940,500.000,213.595,14.80,12.80
7941,450.000,193.188,15.76,13.76
7942,300.000,145.861,17.00,15.00
7943,200.000,122.085,18.45,16.45
7944,250.000,133.424,20.00,18.00
7945,350.000,159.660,21.55,19.55
7946,500.000,213.595,23.00,21.00
7947,450.000,193.188,24.24,22.24
7948,300.000,145.946,25.20,23.20
7949,200.000,122.375,25.80,23.80
7950,250.000,133.822,26.00,24.00
7951,350.000,160.031,25.80,23.80
7952,500.000,213.707,25.20,23.20
7953,450.000,193.188,24.24,22.24
7954,300.000,145.861,23.00,21.00
7955,200.000,122.085,21.55,19.55
7956,250.000,133.424,20.00,18.00
7957,350.000,159.660,18.45,16.45
7958,500.000,213.595,17.00,15.00
7959,450.000,193.188,15.76,13.76
7960,300.000,145.861,14.80,12.80
7961,200.000,122.085,14.20,12.20
7962,250.000,133.424,14.00,12.00
7963,350.000,159.660,14.20,12.20
7964,500.000,213.595,14.80,12.80
7965,450.000,193.188,15.76,13.76
7966,300.000,145.861,17.00,15.00
7967,200.000,122.085,18.45,16.45
7968,250.000,133.424,20.00,18.00
7969,350.000,159.660,21.55,19.55
7970,500.000,213.595,23.00,21.00
7971,450.000,193.188,24.24,22.24
7972,300.000,145.946,25.20,23.20
7973,200.000,122.375,25.80,23.80
7974,250.000,133.822,26.00,24.00
7975,350.000,160.031,25.80,23.80
7976,500.000,213.707,25.20,23.20
7977,450.000,193.188,24.24,22.24
7978,300.000,145.861,23.00,21.00
7979,200.000,122.085,21.55,19.55
7980,250.000,133.424,20.00,18.00
7981,350.000,159.660,18.45,16.45
7982,500.000,213.595,17.00,15.00
7983,450.000,193.188,15.76,13.76
7984,300.000,145.861,14.80,12.80
7985,200.000,122.085,14.20,12.20
7986,250.000,133.424,14.00,12.00
7987,350.000,159.660,14.20,12.20
7988,500.000,213.595,14.80,12.80
7989,450.000,193.188,15.76,13.76
7990,300.000,145.861,17.00,15.00
7991,200.000,122.085,18.45,16.45
7992,250.000,133.424,20.00,18.00
7993,350.000,159.660,21.55,19.55
7994,500.000,213.595,23.00,21.00
7995,450.000,193.188,24.24,22.24
7996,300.000,145.946,25.20,23.20
7997,200.000,122.375,25.80,23.80
7998,250.000,133.822,26.00,24.00
7999,350.000,160.031,25.80,23.80
8000,500.000,213.707,25.20,23.20
8001,450.000,193.188,24.24,22.24
8002,300.000,145.861,23.00,21.00
8003,200.000,122.085,21.55,19.55
8004,250.000,133.424,20.00,18.00
8005,350.000,159.660,18.45,16.45
8006,500.000,213.595,17.00,15.00
8007,450.000,193.188,15.76,13.76
8008,300.000,145.861,14.80,12.80
8009,200.000,122.085,14.20,12.20
8010,250.000,133.424,14.00,12.00
8011,350.000,159.660,14.20,12.20
8012,500.000,213.595,14.80,12.80
8013,450.000,193.188,15.76,13.76
8014,300.000,145.861,17.00,15.00
8015,200.000,122.085,18.45,16.45
8016,250.000,133.424,20.00,18.00
8017,350.000,159.660,21.55,19.55
8018,500.000,213.595,23.00,21.00
8019,450.000,193.188,24.24,22.24
8020,300.000,145.946,25.20,23.20
8021,200.000,122.375,25.80,23.80
8022,250.000,133.822,26.00,24.00
8023,350.000,160.031,25.80,23.80
8024,500.000,213.707,25.20,23.20
8025,450.000,193.188,24.24,22.24
8026,300.000,145.861,23.00,21.00
8027,200.000,122.085,21.55,19.55
8028,250.000,133.424,20.00,18.00
8029,350.000,159.660,18.45,16.45
8030,500.000,213.595,17.00,15.00
8031,450.000,193.188,15.76,13.76
8032,300.000,145.861,14.80,12.80
8033,200.000,122.085,14.20,12.20
8034,250.000,133.424,14.00,12.00
8035,350.000,159.660,14.20,12.20
8036,500.000,213.595,14.80,12.80
8037,450.000,193.188,15.76,13.76
8038,300.000,145.861,17.00,15.00
8039,200.000,122.085,18.45,16.45
8040,250.000,133.424,20.00,18.00
8041,350.000,159.660,21.55,19.55
8042,500.000,213.595,23.00,21.00
8043,450.000,193.188,24.24,22.24
8044,300.000,145.946,25.20,23.20
8045,200.000,122.375,25.80,23.80
8046,250.000,133.822,26.00,24.00
8047,350.000,160.031,25.80,23.80
8048,500.000,213.707,25.20,23.20
8049,450.000,193.188,24.24,22.24
8050,300.000,145.861,23.00,21.00
8051,200.000,122.085,21.55,19.55
8052,250.000,133.424,20.00,18.00
8053,350.000,159.660,18.45,16.45
8054,500.000,213.595,17.00,15.00
8055,450.000,193.188,15.76,13.76
8056,300.000,145.861,14.80,12.80
8057,200.000,122.085,14.20,12.20
8058,250.000,133.424,14.00,12.00
8059,350.000,159.660,14.20,12.20
8060,500.000,213.595,14.80,12.80
8061,450.000,193.188,15.76,13.76
8062,300.000,145.861,17.00,15.00
8063,200.000,122.085,18.45,16.45
8064,250.000,133.424,20.00,18.00
8065,350.000,159.660,21.55,19.55
8066,500.000,213.595,23.00,21.00
8067,450.000,193.188,24.24,22.24
8068,300.000,145.946,25.20,23.20
8069,200.000,122.375,25.80,23.80
8070,250.000,133.822,26.00,24.00
8071,350.000,160.031,25.80,23.80
8072,500.000,213.707,25.20,23.20
8073,450.000,193.188,24.24,22.24
8074,300.000,145.861,23.00,21.00
8075,200.000,122.085,21.55,19.55
8076,250.000,133.424,20.00,18.00
8077,350.000,159.660,18.45,16.45
8078,500.000,213.595,17.00,15.00
8079,450.000,193.188,15.76,13.76
8080,300.000,145.861,14.80,12.80
8081,200.000,122.085,14.20,12.20
8082,250.000,133.424,14.00,12.00
8083,350.000,159.660,14.20,12.20
8084,500.000,213.595,14.80,12.80
8085,450.000,193.188,15.76,13.76
8086,300.000,145.861,17.00,15.00
8087,200.000,122.085,18.45,16.45
8088,250.000,133.424,20.00,18.00
8089,350.000,159.660,21.55,19.55
8090,500.000,213.595,23.00,21.00
8091,450.000,193.188,24.24,22.24
8092,300.000,145.946,25.20,23.20
8093,200.000,122.375,25.80,23.80
8094,250.000,133.822,26.00,24.00
8095,350.000,160.031,25.80,23.80
8096,500.000,213.707,25.20,23.20
8097,450.000,193.188,24.24,22.24
8098,300.000,145.861,23.00,21.00
8099,200.000,122.085,21.55,19.55
8100,250.000,133.424,20.00,18.00
8101,350.000,159.660,18.45,16.45
8102,500.000,213.595,17.00,15.00
8103,450.000,193.188,15.76,13.76
8104,300.000,145.861,14.80,12.80
8105,200.000,122.085,14.20,12.20
8106,250.000,133.424,14.00,12.00
8107,350.000,159.660,14.20,12.20
8108,500.000,213.595,14.80,12.80
8109,450.000,193.188,15.76,13.76
8110,300.000,145.861,17.00,15.00
8111,200.000,122.085,18.45,16.45
8112,250.000,133.424,20.00,18.00
8113,350.000,159.660,21.55,19.55
8114,500.000,213.595,23.00,21.00
8115,450.000,193.188,24.24,22.24
8116,300.000,145.946,25.20,23.20
8117,200.000,122.375,25.80,23.80
8118,250.000,133.822,26.00,24.00
8119,350.000,160.031,25.80,23.80
8120,500.000,213.707,25.20,23.20
8121,450.000,193.188,24.24,22.24
8122,300.000,145.861,23.00,21.00
8123,200.000,122.085,21.55,19.55
8124,250.000,133.424,20.00,18.00
8125,350.000,159.660,18.45,16.45
8126,500.000,213.595,17.00,15.00
8127,450.000,193.188,15.76,13.76
8128,300.000,145.861,14.80,12.80
8129,200.000,122.085,14.20,12.20
8130,250.000,133.424,14.00,12.00
8131,350.000,159.660,14.20,12.20
8132,500.000,213.595,14.80,12.80
8133,450.000,193.188,15.76,13.76
8134,300.000,145.861,17.00,15.00
8135,200.000,122.085,18.45,16.45
8136,250.000,133.424,20.00,18.00
8137,350.000,159.660,21.55,19.55
8138,500.000,213.595,23.00,21.00
8139,450.000,193.188,24.24,22.24
8140,300.000,145.946,25.20,23.20
8141,200.000,122.375,25.80,23.80
8142,250.000,133.822,26.00,24.00
8143,350.000,160.031,25.80,23.80
8144,500.000,213.707,25.20,23.20
8145,450.000,193.188,24.24,22.24
8146,300.000,145.861,23.00,21.00
8147,200.000,122.085,21.55,19.55
8148,250.000,133.424,20.00,18.00
8149,350.000,159.660,18.45,16.45
8150,500.000,213.595,17.00,15.00
8151,450.000,193.188,15.76,13.76
8152,300.000,145.861,14.80,12.80
8153,200.000,122.085,14.20,12.20
8154,250.000,133.424,14.00,12.00
8155,350.000,159.660,14.20,12.20
8156,500.000,213.595,14.80,12.80
8157,450.000,193.188,15.76,13.76
8158,300.000,145.861,17.00,15.00
8159,200.000,122.085,18.45,16.45
8160,250.000,133.424,20.00,18.00
8161,350.000,159.660,21.55,19.55
8162,500.000,213.595,23.00,21.00
8163,450.000,193.188,24.24,22.24
8164,300.000,145.946,25.20,23.20
8165,200.000,122.375,25.80,23.80
8166,250.000,133.822,26.00,24.00
8167,350.000,160.031,25.80,23.80
8168,500.000,213.707,25.20,23.20
8169,450.000,193.188,24.24,22.24
8170,300.000,145.861,23.00,21.00
8171,200.000,122.085,21.55,19.55
8172,250.000,133.424,20.00,18.00
8173,350.000,159.660,18.45,16.45
8174,500.000,213.595,17.00,15.00
8175,450.000,193.188,15.76,13.76
8176,300.000,145.861,14.80,12.80
8177,200.000,122.085,14.20,12.20
8178,250.000,133.424,14.00,12.00
8179,350.000,159.660,14.20,12.20
8180,500.000,213.595,14.80,12.80
8181,450.000,193.188,15.76,13.76
8182,300.000,145.861,17.00,15.00
8183,200.000,122.085,18.45,16.45
8184,250.000,133.424,20.00,18.00
8185,350.000,159.660,21.55,19.55
8186,500.000,213.595,23.00,21.00
8187,450.000,193.188,24.24,22.24
8188,300.000,145.946,25.20,23.20
8189,200.000,122.375,25.80,23.80
8190,250.000,133.822,26.00,24.00
8191,350.000,160.031,25.80,23.80
8192,500.000,213.707,25.20,23.20
8193,450.000,193.188,24.24,22.24
8194,300.000,145.861,23.00,21.00
8195,200.000,122.085,21.55,19.55
8196,250.000,133.424,20.00,18.00
8197,350.000,159.660,18.45,16.45
8198,500.000,213.595,17.00,15.00
8199,450.000,193.188,15.76,13.76
8200,300.000,145.861,14.80,12.80
8201,200.000,122.085,14.20,12.20
8202,250.000,133.424,14.00,12.00
8203,350.000,159.660,14.20,12.20
8204,500.000,213.595,14.80,12.80
8205,450.000,193.188,15.76,13.76
8206,300.000,145.861,17.00,15.00
8207,200.000,122.085,18.45,16.45
8208,250.000,133.424,20.00,18.00
8209,350.000,159.660,21.55,19.55
8210,500.000,213.595,23.00,21.00
8211,450.000,193.188,24.24,22.24
8212,300.000,145.946,25.20,23.20
8213,200.000,122.375,25.80,23.80
8214,250.000,133.822,26.00,24.00
8215,350.000,160.031,25.80,23.80
8216,500.000,213.707,25.20,23.20
8217,450.000,193.188,24.24,22.24
8218,300.000,145.861,23.00,21.00
8219,200.000,122.085,21.55,19.55
8220,250.000,133.424,20.00,18.00
8221,350.000,159.660,18.45,16.45
8222,500.000,213.595,17.00,15.00
8223,450.000,193.188,15.76,13.76
8224,300.000,145.861,14.80,12.80
8225,200.000,122.085,14.20,12.20
8226,250.000,133.424,14.00,12.00
8227,350.000,159.660,14.20,12.20
8228,500.000,213.595,14.80,12.80
8229,450.000,193.188,15.76,13.76
8230,300.000,145.861,17.00,15.00
8231,200.000,122.085,18.45,16.45
8232,250.000,133.424,20.00,18.00
8233,350.000,159.660,21.55,19.55
8234,500.000,213.595,23.00,21.00
8235,450.000,193.188,24.24,22.24
8236,300.000,145.946,25.20,23.20
8237,200.000,122.375,25.80,23.80
8238,250.000,133.822,26.00,24.00
8239,350.000,160.031,25.80,23.80
8240,500.000,213.707,25.20,23.20
8241,450.000,193.188,24.24,22.24
8242,300.000,145.861,23.00,21.00
8243,200.000,122.085,21.55,19.55
8244,250.000,133.424,20.00,18.00
8245,350.000,159.660,18.45,16.45
8246,500.000,213.595,17.00,15.00
8247,450.000,193.188,15.76,13.76
8248,300.000,145.861,14.80,12.80
8249,200.000,122.085,14.20,12.20
8250,250.000,133.424,14.00,12.00
8251,350.000,159.660,14.20,12.20
8252,500.000,213.595,14.80,12.80
8253,450.000,193.188,15.76,13.76
8254,300.000,145.861,17.00,15.00
8255,200.000,122.085,18.45,16.45
8256,250.000,133.424,20.00,18.00
8257,350.000,159.660,21.55,19.55
8258,500.000,213.595,23.00,21.00
8259,450.000,193.188,24.24,22.24
8260,300.000,145.946,25.20,23.20
8261,200.000,122.375,25.80,23.80
8262,250.000,133.822,26.00,24.00
8263,350.000,160.031,25.80,23.80
8264,500.000,213.707,25.20,23.20
8265,450.000,193.188,24.24,22.24
8266,300.000,145.861,23.00,21.00
8267,200.000,122.085,21.55,19.55
8268,250.000,133.424,20.00,18.00
8269,350.000,159.660,18.45,16.45
8270,500.000,213.595,17.00,15.00
8271,450.000,193.188,15.76,13.76
8272,300.000,145.861,14.80,12.80
8273,200.000,122.085,14.20,12.20
8274,250.000,133.424,14.00,12.00
8275,350.000,159.660,14.20,12.20
8276,500.000,213.595,14.80,12.80
8277,450.000,193.188,15.76,13.76
8278,300.000,145.861,17.00,15.00
8279,200.000,122.085,18.45,16.45
8280,250.000,133.424,20.00,18.00
8281,350.000,159.660,21.55,19.55
8282,500.000,213.595,23.00,21.00
8283,450.000,193.188,24.24,22.24
8284,300.000,145.946,25.20,23.20
8285,200.000,122.375,25.80,23.80
8286,250.000,133.822,26.00,24.00
8287,350.000,160.031,25.80,23.80
8288,500.000,213.707,25.20,23.20
8289,450.000,193.188,24.24,22.24
8290,300.000,145.861,23.00,21.00
8291,200.000,122.085,21.55,19.55
8292,250.000,133.424,20.00,18.00
8293,350.000,159.660,18.45,16.45
8294,500.000,213.595,17.00,15.00
8295,450.000,193.188,15.76,13.76
8296,300.000,145.861,14.80,12.80
8297,200.000,122.085,14.20,12.20
8298,250.000,133.424,14.00,12.00
8299,350.000,159.660,14.20,12.20
8300,500.000,213.595,14.80,12.80
8301,450.000,193.188,15.76,13.76
8302,300.000,145.861,17.00,15.00
8303,200.000,122.085,18.45,16.45
8304,250.000,133.424,20.00,18.00
8305,350.000,159.660,21.55,19.55
8306,500.000,213.595,23.00,21.00
8307,450.000,193.188,24.24,22.24
8308,300.000,145.946,25.20,23.20
8309,200.000,122.375,25.80,23.80
8310,250.000,133.822,26.00,24.00
8311,350.000,160.031,25.80,23.80
8312,500.000,213.707,25.20,23.20
8313,450.000,193.188,24.24,22.24
8314,300.000,145.861,23.00,21.00
8315,200.000,122.085,21.55,19.55
8316,250.000,133.424,20.00,18.00
8317,350.000,159.660,18.45,16.45
8318,500.000,213.595,17.00,15.00
8319,450.000,193.188,15.76,13.76
8320,300.000,145.861,14.80,12.80
8321,200.000,122.085,14.20,12.20
8322,250.000,133.424,14.00,12.00
8323,350.000,159.660,14.20,12.20
8324,500.000,213.595,14.80,12.80
8325,450.000,193.188,15.76,13.76
8326,300.000,145.861,17.00,15.00
8327,200.000,122.085,18.45,16.45
8328,250.000,133.424,20.00,18.00
8329,350.000,159.660,21.55,19.55
8330,500.000,213.595,23.00,21.00
8331,450.000,193.188,24.24,22.24
8332,300.000,145.946,25.20,23.20
8333,200.000,122.375,25.80,23.80
8334,250.000,133.822,26.00,24.00
8335,350.000,160.031,25.80,23.80
8336,500.000,213.707,25.20,23.20
8337,450.000,193.188,24.24,22.24
8338,300.000,145.861,23.00,21.00
8339,200.000,122.085,21.55,19.55
8340,250.000,133.424,20.00,18.00
8341,350.000,159.660,18.45,16.45
8342,500.000,213.595,17.00,15.00
8343,450.000,193.188,15.76,13.76
8344,300.000,145.861,14.80,12.80
8345,200.000,122.085,14.20,12.20
8346,250.000,133.424,14.00,12.00
8347,350.000,159.660,14.20,12.20
8348,500.000,213.595,14.80,12.80
8349,450.000,193.188,15.76,13.76
8350,300.000,145.861,17.00,15.00
8351,200.000,122.085,18.45,16.45
8352,250.000,133.424,20.00,18.00
8353,350.000,159.660,21.55,19.55
8354,500.000,213.595,23.00,21.00
8355,450.000,193.188,24.24,22.24
8356,300.000,145.946,25.20,23.20
8357,200.000,122.375,25.80,23.80
8358,250.000,133.822,26.00,24.00
8359,350.000,160.031,25.80,23.80
8360,500.000,213.707,25.20,23.20
8361,450.000,193.188,24.24,22.24
8362,300.000,145.861,23.00,21.00
8363,200.000,122.085,21.55,19.55
8364,250.000,133.424,20.00,18.00
8365,350.000,159.660,18.45,16.45
8366,500.000,213.595,17.00,15.00
8367,450.000,193.188,15.76,13.76
8368,300.000,145.861,14.80,12.80
8369,200.000,122.085,14.20,12.20
8370,250.000,133.424,14.00,12.00
8371,350.000,159.660,14.20,12.20
8372,500.000,213.595,14.80,12.80
8373,450.000,193.188,15.76,13.76
8374,300.000,145.861,17.00,15.00
8375,200.000,122.085,18.45,16.45
8376,250.000,133.424,20.00,18.00
8377,350.000,159.660,21.55,19.55
8378,500.000,213.595,23.00,21.00
8379,450.000,193.188,24.24,22.24
8380,300.000,145.946,25.20,23.20
8381,200.000,122.375,25.80,23.80
8382,250.000,133.822,26.00,24.00
8383,350.000,160.031,25.80,23.80
8384,500.000,213.707,25.20,23.20
8385,450.000,193.188,24.24,22.24
8386,300.000,145.861,23.00,21.00
8387,200.000,122.085,21.55,19.55
8388,250.000,133.424,20.00,18.00
8389,350.000,159.660,18.45,16.45
8390,500.000,213.595,17.00,15.00
8391,450.000,193.188,15.76,13.76
8392,300.000,145.861,14.80,12.80
8393,200.000,122.085,14.20,12.20
8394,250.000,133.424,14.00,12.00
8395,350.000,159.660,14.20,12.20
8396,500.000,213.595,14.80,12.80
8397,450.000,193.188,15.76,13.76
8398,300.000,145.861,17.00,15.00
8399,200.000,122.085,18.45,16.45
8400,250.000,133.424,20.00,18.00
8401,350.000,159.660,21.55,19.55
8402,500.000,213.595,23.00,21.00
8403,450.000,193.188,24.24,22.24
8404,300.000,145.946,25.20,23.20
8405,200.000,122.375,25.80,23.80
8406,250.000,133.822,26.00,24.00
8407,350.000,160.031,25.80,23.80
8408,500.000,213.707,25.20,23.20
8409,450.000,193.188,24.24,22.24
8410,300.000,145.861,23.00,21.00
8411,200.000,122.085,21.55,19.55
8412,250.000,133.424,20.00,18.00
8413,350.000,159.660,18.45,16.45
8414,500.000,213.595,17.00,15.00
8415,450.000,193.188,15.76,13.76
8416,300.000,145.861,14.80,12.80
8417,200.000,122.085,14.20,12.20
8418,250.000,133.424,14.00,12.00
8419,350.000,159.660,14.20,12.20
8420,500.000,213.595,14.80,12.80
8421,450.000,193.188,15.76,13.76
8422,300.000,145.861,17.00,15.00
8423,200.000,122.085,18.45,16.45
8424,250.000,133.424,20.00,18.00
8425,350.000,159.660,21.55,19.55
8426,500.000,213.595,23.00,21.00
8427,450.000,193.188,24.24,22.24
8428,300.000,145.946,25.20,23.20
8429,200.000,122.375,25.80,23.80
8430,250.000,133.822,26.00,24.00
8431,350.000,160.031,25.80,23.80
8432,500.000,213.707,25.20,23.20
8433,450.000,193.188,24.24,22.24
8434,300.000,145.861,23.00,21.00
8435,200.000,122.085,21.55,19.55
8436,250.000,133.424,20.00,18.00
8437,350.000,159.660,18.45,16.45
8438,500.000,213.595,17.00,15.00
8439,450.000,193.188,15.76,13.76
8440,300.000,145.861,14.80,12.80
8441,200.000,122.085,14.20,12.20
8442,250.000,133.424,14.00,12.00
8443,350.000,159.660,14.20,12.20
8444,500.000,213.595,14.80,12.80
8445,450.000,193.188,15.76,13.76
8446,300.000,145.861,17.00,15.00
8447,200.000,122.085,18.45,16.45
8448,250.000,133.424,20.00,18.00
8449,350.000,159.660,21.55,19.55
8450,500.000,213.595,23.00,21.00
8451,450.000,193.188,24.24,22.24
8452,300.000,145.946,25.20,23.20
8453,200.000,122.375,25.80,23.80
8454,250.000,133.822,26.00,24.00
8455,350.000,160.031,25.80,23.80
8456,500.000,213.707,25.20,23.20
8457,450.000,193.188,24.24,22.24
8458,300.000,145.861,23.00,21.00
8459,200.000,122.085,21.55,19.55
8460,250.000,133.424,20.00,18.00
8461,350.000,159.660,18.45,16.45
8462,500.000,213.595,17.00,15.00
8463,450.000,193.188,15.76,13.76
8464,300.000,145.861,14.80,12.80
8465,200.000,122.085,14.20,12.20
8466,250.000,133.424,14.00,12.00
8467,350.000,159.660,14.20,12.20
8468,500.000,213.595,14.80,12.80
8469,450.000,193.188,15.76,13.76
8470,300.000,145.861,17.00,15.00
8471,200.000,122.085,18.45,16.45
8472,250.000,133.424,20.00,18.00
8473,350.000,159.660,21.55,19.55
8474,500.000,213.595,23.00,21.00
8475,450.000,193.188,24.24,22.24
8476,300.000,145.946,25.20,23.20
8477,200.000,122.375,25.80,23.80
8478,250.000,133.822,26.00,24.00
8479,350.000,160.031,25.80,23.80
8480,500.000,213.707,25.20,23.20
8481,450.000,193.188,24.24,22.24
8482,300.000,145.861,23.00,21.00
