hour,it_kW,cooling_kW,ambientC,wetbulbC
4471,350.000,160.031,25.80,23.80
4472,500.000,213.707,25.20,23.20
4473,450.000,193.188,24.24,22.24
4474,300.000,145.861,23.00,21.00
4475,200.000,122.085,21.55,19.55
4476,250.000,133.424,20.00,18.00
4477,350.000,159.660,18.45,16.45
4478,500.000,213.595,17.00,15.00
4479,450.000,193.188,15.76,13.76
4480,300.000,145.861,14.80,12.80
4481,200.000,122.085,14.20,12.20
4482,250.000,133.424,14.00,12.00
4483,350.000,159.660,14.20,12.20
4484,500.000,213.595,14.80,12.80
4485,450.000,193.188,15.76,13.76
4486,300.000,145.861,17.00,15.00
4487,200.000,122.085,18.45,16.45
4488,250.000,133.424,20.00,18.00
4489,350.000,159.660,21.55,19.55
4490,500.000,213.595,23.00,21.00
4491,450.000,193.188,24.24,22.24
4492,300.000,145.946,25.20,23.20
4493,200.000,122.375,25.80,23.80
4494,250.000,133.822,26.00,24.00
4495,350.000,160.031,25.80,23.80
4496,500.000,213.707,25.20,23.20
4497,450.000,193.188,24.24,22.24
4498,300.000,145.861,23.00,21.00
4499,200.000,122.085,21.55,19.55
4500,250.000,133.424,20.00,18.00
4501,350.000,159.660,18.45,16.45
4502,500.000,213.595,17.00,15.00
4503,450.000,193.188,15.76,13.76
4504,300.000,145.861,14.80,12.80
4505,200.000,122.085,14.20,12.20
4506,250.000,133.424,14.00,12.00
4507,350.000,159.660,14.20,12.20
4508,500.000,213.595,14.80,12.80
4509,450.000,193.188,15.76,13.76
4510,300.000,145.861,17.00,15.00
4511,200.000,122.085,18.45,16.45
4512,250.000,133.424,20.00,18.00
4513,350.000,159.660,21.55,19.55
4514,500.000,213.595,23.00,21.00
4515,450.000,193.188,24.24,22.24
4516,300.000,145.946,25.20,23.20
4517,200.000,122.375,25.80,23.80
4518,250.000,133.822,26.00,24.00
4519,350.000,160.031,25.80,23.80
4520,500.000,213.707,25.20,23.20
4521,450.000,193.188,24.24,22.24
4522,300.000,145.861,23.00,21.00
4523,200.000,122.085,21.55,19.55
4524,250.000,133.424,20.00,18.00
4525,350.000,159.660,18.45,16.45
4526,500.000,213.595,17.00,15.00
4527,450.000,193.188,15.76,13.76
4528,300.000,145.861,14.80,12.80
4529,200.000,122.085,14.20,12.20
4530,250.000,133.424,14.00,12.00
4531,350.000,159.660,14.20,12.20
4532,500.000,213.595,14.80,12.80
4533,450.000,193.188,15.76,13.76
4534,300.000,145.861,17.00,15.00
4535,200.000,122.085,18.45,16.45
4536,250.000,133.424,20.00,18.00
4537,350.000,159.660,21.55,19.55
4538,500.000,213.595,23.00,21.00
4539,450.000,193.188,24.24,22.24
4540,300.000,145.946,25.20,23.20
4541,200.000,122.375,25.80,23.80
4542,250.000,133.822,26.00,24.00
4543,350.000,160.031,25.80,23.80
4544,500.000,213.707,25.20,23.20
4545,450.000,193.188,24.24,22.24
4546,300.000,145.861,23.00,21.00
4547,200.000,122.085,21.55,19.55
4548,250.000,133.424,20.00,18.00
4549,350.000,159.660,18.45,16.45
4550,500.000,213.595,17.00,15.00
4551,450.000,193.188,15.76,13.76
4552,300.000,145.861,14.80,12.80
4553,200.000,122.085,14.20,12.20
4554,250.000,133.424,14.00,12.00
4555,350.000,159.660,14.20,12.20
4556,500.000,213.595,14.80,12.80
4557,450.000,193.188,15.76,13.76
4558,300.000,145.861,17.00,15.00
4559,200.000,122.085,18.45,16.45
4560,250.000,133.424,20.00,18.00
4561,350.000,159.660,21.55,19.55
4562,500.000,213.595,23.00,21.00
4563,450.000,193.188,24.24,22.24
4564,300.000,145.946,25.20,23.20
4565,200.000,122.375,25.80,23.80
4566,250.000,133.822,26.00,24.00
4567,350.000,160.031,25.80,23.80
4568,500.000,213.707,25.20,23.20
4569,450.000,193.188,24.24,22.24
4570,300.000,145.861,23.00,21.00
4571,200.000,122.085,21.55,19.55
4572,250.000,133.424,20.00,18.00
4573,350.000,159.660,18.45,16.45
4574,500.000,213.595,17.00,15.00
4575,450.000,193.188,15.76,13.76
4576,300.000,145.861,14.80,12.80
4577,200.000,122.085,14.20,12.20
4578,250.000,133.424,14.00,12.00
4579,350.000,159.660,14.20,12.20
4580,500.000,213.595,14.80,12.80
4581,450.000,193.188,15.76,13.76
4582,300.000,145.861,17.00,15.00
4583,200.000,122.085,18.45,16.45
4584,250.000,133.424,20.00,18.00
4585,350.000,159.660,21.55,19.55
4586,500.000,213.595,23.00,21.00
4587,450.000,193.188,24.24,22.24
4588,300.000,145.946,25.20,23.20
4589,200.000,122.375,25.80,23.80
4590,250.000,133.822,26.00,24.00
4591,350.000,160.031,25.80,23.80
4592,500.000,213.707,25.20,23.20
4593,450.000,193.188,24.24,22.24
4594,300.000,145.861,23.00,21.00
4595,200.000,122.085,21.55,19.55
4596,250.000,133.424,20.00,18.00
4597,350.000,159.660,18.45,16.45
4598,500.000,213.595,17.00,15.00
4599,450.000,193.188,15.76,13.76
4600,300.000,145.861,14.80,12.80
4601,200.000,122.085,14.20,12.20
4602,250.000,133.424,14.00,12.00
4603,350.000,159.660,14.20,12.20
4604,500.000,213.595,14.80,12.80
4605,450.000,193.188,15.76,13.76
4606,300.000,145.861,17.00,15.00
4607,200.000,122.085,18.45,16.45
4608,250.000,133.424,20.00,18.00
4609,350.000,159.660,21.55,19.55
4610,500.000,213.595,23.00,21.00
4611,450.000,193.188,24.24,22.24
4612,300.000,145.946,25.20,23.20
4613,200.000,122.375,25.80,23.80
4614,250.000,133.822,26.00,24.00
4615,350.000,160.031,25.80,23.80
4616,500.000,213.707,25.20,23.20
4617,450.000,193.188,24.24,22.24
4618,300.000,145.861,23.00,21.00
4619,200.000,122.085,21.55,19.55
4620,250.000,133.424,20.00,18.00
4621,350.000,159.660,18.45,16.45
4622,500.000,213.595,17.00,15.00
4623,450.000,193.188,15.76,13.76
4624,300.000,145.861,14.80,12.80
4625,200.000,122.085,14.20,12.20
4626,250.000,133.424,14.00,12.00
4627,350.000,159.660,14.20,12.20
4628,500.000,213.595,14.80,12.80
4629,450.000,193.188,15.76,13.76
4630,300.000,145.861,17.00,15.00
4631,200.000,122.085,18.45,16.45
4632,250.000,133.424,20.00,18.00
4633,350.000,159.660,21.55,19.55
4634,500.000,213.595,23.00,21.00
4635,450.000,193.188,24.24,22.24
4636,300.000,145.946,25.20,23.20
4637,200.000,122.375,25.80,23.80
4638,250.000,133.822,26.00,24.00
4639,350.000,160.031,25.80,23.80
4640,500.000,213.707,25.20,23.20
4641,450.000,193.188,24.24,22.24
4642,300.000,145.861,23.00,21.00
4643,200.000,122.085,21.55,19.55
4644,250.000,133.424,20.00,18.00
4645,350.000,159.660,18.45,16.45
4646,500.000,213.595,17.00,15.00
4647,450.000,193.188,15.76,13.76
4648,300.000,145.861,14.80,12.80
4649,200.000,122.085,14.20,12.20
4650,250.000,133.424,14.00,12.00
4651,350.000,159.660,14.20,12.20
4652,500.000,213.595,14.80,12.80
4653,450.000,193.188,15.76,13.76
4654,300.000,145.861,17.00,15.00
4655,200.000,122.085,18.45,16.45
4656,250.000,133.424,20.00,18.00
4657,350.000,159.660,21.55,19.55
4658,500.000,213.595,23.00,21.00
4659,450.000,193.188,24.24,22.24
4660,300.000,145.946,25.20,23.20
4661,200.000,122.375,25.80,23.80
4662,250.000,133.822,26.00,24.00
4663,350.000,160.031,25.80,23.80
4664,500.000,213.707,25.20,23.20
4665,450.000,193.188,24.24,22.24
4666,300.000,145.861,23.00,21.00
4667,200.000,122.085,21.55,19.55
4668,250.000,133.424,20.00,18.00
4669,350.000,159.660,18.45,16.45
4670,500.000,213.595,17.00,15.00
4671,450.000,193.188,15.76,13.76
4672,300.000,145.861,14.80,12.80
4673,200.000,122.085,14.20,12.20
4674,250.000,133.424,14.00,12.00
4675,350.000,159.660,14.20,12.20
4676,500.000,213.595,14.80,12.80
4677,450.000,193.188,15.76,13.76
4678,300.000,145.861,17.00,15.00
4679,200.000,122.085,18.45,16.45
4680,250.000,133.424,20.00,18.00
4681,350.000,159.660,21.55,19.55
4682,500.000,213.595,23.00,21.00
4683,450.000,193.188,24.24,22.24
4684,300.000,145.946,25.20,23.20
4685,200.000,122.375,25.80,23.80
4686,250.000,133.822,26.00,24.00
4687,350.000,160.031,25.80,23.80
4688,500.000,213.707,25.20,23.20
4689,450.000,193.188,24.24,22.24
4690,300.000,145.861,23.00,21.00
4691,200.000,122.085,21.55,19.55
4692,250.000,133.424,20.00,18.00
4693,350.000,159.660,18.45,16.45
4694,500.000,213.595,17.00,15.00
4695,450.000,193.188,15.76,13.76
4696,300.000,145.861,14.80,12.80
4697,200.000,122.085,14.20,12.20
4698,250.000,133.424,14.00,12.00
4699,350.000,159.660,14.20,12.20
4700,500.000,213.595,14.80,12.80
4701,450.000,193.188,15.76,13.76
4702,300.000,145.861,17.00,15.00
4703,200.000,122.085,18.45,16.45
4704,250.000,133.424,20.00,18.00
4705,350.000,159.660,21.55,19.55
4706,500.000,213.595,23.00,21.00
4707,450.000,193.188,24.24,22.24
4708,300.000,145.946,25.20,23.20
4709,200.000,122.375,25.80,23.80
4710,250.000,133.822,26.00,24.00
4711,350.000,160.031,25.80,23.80
4712,500.000,213.707,25.20,23.20
4713,450.000,193.188,24.24,22.24
4714,300.000,145.861,23.00,21.00
4715,200.000,122.085,21.55,19.55
4716,250.000,133.424,20.00,18.00
4717,350.000,159.660,18.45,16.45
4718,500.000,213.595,17.00,15.00
4719,450.000,193.188,15.76,13.76
4720,300.000,145.861,14.80,12.80
4721,200.000,122.085,14.20,12.20
4722,250.000,133.424,14.00,12.00
4723,350.000,159.660,14.20,12.20
4724,500.000,213.595,14.80,12.80
4725,450.000,193.188,15.76,13.76
4726,300.000,145.861,17.00,15.00
4727,200.000,122.085,18.45,16.45
4728,250.000,133.424,20.00,18.00
4729,350.000,159.660,21.55,19.55
4730,500.000,213.595,23.00,21.00
4731,450.000,193.188,24.24,22.24
4732,300.000,145.946,25.20,23.20
4733,200.000,122.375,25.80,23.80
4734,250.000,133.822,26.00,24.00
4735,350.000,160.031,25.80,23.80
4736,500.000,213.707,25.20,23.20
4737,450.000,193.188,24.24,22.24
4738,300.000,145.861,23.00,21.00
4739,200.000,122.085,21.55,19.55
4740,250.000,133.424,20.00,18.00
4741,350.000,159.660,18.45,16.45
4742,500.000,213.595,17.00,15.00
4743,450.000,193.188,15.76,13.76
4744,300.000,145.861,14.80,12.80
4745,200.000,122.085,14.20,12.20
4746,250.000,133.424,14.00,12.00
4747,350.000,159.660,14.20,12.20
4748,500.000,213.595,14.80,12.80
4749,450.000,193.188,15.76,13.76
4750,300.000,145.861,17.00,15.00
4751,200.000,122.085,18.45,16.45
4752,250.000,133.424,20.00,18.00
4753,350.000,159.660,21.55,19.55
4754,500.000,213.595,23.00,21.00
4755,450.000,193.188,24.24,22.24
4756,300.000,145.946,25.20,23.20
4757,200.000,122.375,25.80,23.80
4758,250.000,133.822,26.00,24.00
4759,350.000,160.031,25.80,23.80
4760,500.000,213.707,25.20,23.20
4761,450.000,193.188,24.24,22.24
4762,300.000,145.861,23.00,21.00
4763,200.000,122.085,21.55,19.55
4764,250.000,133.424,20.00,18.00
4765,350.000,159.660,18.45,16.45
4766,500.000,213.595,17.00,15.00
4767,450.000,193.188,15.76,13.76
4768,300.000,145.861,14.80,12.80
4769,200.000,122.085,14.20,12.20
4770,250.000,133.424,14.00,12.00
4771,350.000,159.660,14.20,12.20
4772,500.000,213.595,14.80,12.80
4773,450.000,193.188,15.76,13.76
4774,300.000,145.861,17.00,15.00
4775,200.000,122.085,18.45,16.45
4776,250.000,133.424,20.00,18.00
4777,350.000,159.660,21.55,19.55
4778,500.000,213.595,23.00,21.00
4779,450.000,193.188,24.24,22.24
4780,300.000,145.946,25.20,23.20
4781,200.000,122.375,25.80,23.80
4782,250.000,133.822,26.00,24.00
4783,350.000,160.031,25.80,23.80
4784,500.000,213.707,25.20,23.20
4785,450.000,193.188,24.24,22.24
4786,300.000,145.861,23.00,21.00
4787,200.000,122.085,21.55,19.55
4788,250.000,133.424,20.00,18.00
4789,350.000,159.660,18.45,16.45
4790,500.000,213.595,17.00,15.00
4791,450.000,193.188,15.76,13.76
4792,300.000,145.861,14.80,12.80
4793,200.000,122.085,14.20,12.20
4794,250.000,133.424,14.00,12.00
4795,350.000,159.660,14.20,12.20
4796,500.000,213.595,14.80,12.80
4797,450.000,193.188,15.76,13.76
4798,300.000,145.861,17.00,15.00
4799,200.000,122.085,18.45,16.45
4800,250.000,133.424,20.00,18.00
4801,350.000,159.660,21.55,19.55
4802,500.000,213.595,23.00,21.00
4803,450.000,193.188,24.24,22.24
4804,300.000,145.946,25.20,23.20
4805,200.000,122.375,25.80,23.80
4806,250.000,133.822,26.00,24.00
4807,350.000,160.031,25.80,23.80
4808,500.000,213.707,25.20,23.20
4809,450.000,193.188,24.24,22.24
4810,300.000,145.861,23.00,21.00
4811,200.000,122.085,21.55,19.55
4812,250.000,133.424,20.00,18.00
4813,350.000,159.660,18.45,16.45
4814,500.000,213.595,17.00,15.00
4815,450.000,193.188,15.76,13.76
4816,300.000,145.861,14.80,12.80
4817,200.000,122.085,14.20,12.20
4818,250.000,133.424,14.00,12.00
4819,350.000,159.660,14.20,12.20
4820,500.000,213.595,14.80,12.80
4821,450.000,193.188,15.76,13.76
4822,300.000,145.861,17.00,15.00
4823,200.000,122.085,18.45,16.45
4824,250.000,133.424,20.00,18.00
4825,350.000,159.660,21.55,19.55
4826,500.000,213.595,23.00,21.00
4827,450.000,193.188,24.24,22.24
4828,300.000,145.946,25.20,23.20
4829,200.000,122.375,25.80,23.80
4830,250.000,133.822,26.00,24.00
4831,350.000,160.031,25.80,23.80
4832,500.000,213.707,25.20,23.20
4833,450.000,193.188,24.24,22.24
4834,300.000,145.861,23.00,21.00
4835,200.000,122.085,21.55,19.55
4836,250.000,133.424,20.00,18.00
4837,350.000,159.660,18.45,16.45
4838,500.000,213.595,17.00,15.00
4839,450.000,193.188,15.76,13.76
4840,300.000,145.861,14.80,12.80
4841,200.000,122.085,14.20,12.20
4842,250.000,133.424,14.00,12.00
4843,350.000,159.660,14.20,12.20
4844,500.000,213.595,14.80,12.80
4845,450.000,193.188,15.76,13.76
4846,300.000,145.861,17.00,15.00
4847,200.000,122.085,18.45,16.45
4848,250.000,133.424,20.00,18.00
4849,350.000,159.660,21.55,19.55
4850,500.000,213.595,23.00,21.00
4851,450.000,193.188,24.24,22.24
4852,300.000,145.946,25.20,23.20
4853,200.000,122.375,25.80,23.80
4854,250.000,133.822,26.00,24.00
4855,350.000,160.031,25.80,23.80
4856,500.000,213.707,25.20,23.20
4857,450.000,193.188,24.24,22.24
4858,300.000,145.861,23.00,21.00
4859,200.000,122.085,21.55,19.55
4860,250.000,133.424,20.00,18.00
4861,350.000,159.660,18.45,16.45
4862,500.000,213.595,17.00,15.00
4863,450.000,193.188,15.76,13.76
4864,300.000,145.861,14.80,12.80
4865,200.000,122.085,14.20,12.20
4866,250.000,133.424,14.00,12.00
4867,350.000,159.660,14.20,12.20
4868,500.000,213.595,14.80,12.80
4869,450.000,193.188,15.76,13.76
4870,300.000,145.861,17.00,15.00
4871,200.000,122.085,18.45,16.45
4872,250.000,133.424,20.00,18.00
4873,350.000,159.660,21.55,19.55
4874,500.000,213.595,23.00,21.00
4875,450.000,193.188,24.24,22.24
4876,300.000,145.946,25.20,23.20
4877,200.000,122.375,25.80,23.80
4878,250.000,133.822,26.00,24.00
4879,350.000,160.031,25.80,23.80
4880,500.000,213.707,25.20,23.20
4881,450.000,193.188,24.24,22.24
4882,300.000,145.861,23.00,21.00
4883,200.000,122.085,21.55,19.55
4884,250.000,133.424,20.00,18.00
4885,350.000,159.660,18.45,16.45
4886,500.000,213.595,17.00,15.00
4887,450.000,193.188,15.76,13.76
4888,300.000,145.861,14.80,12.80
4889,200.000,122.085,14.20,12.20
4890,250.000,133.424,14.00,12.00
4891,350.000,159.660,14.20,12.20
4892,500.000,213.595,14.80,12.80
4893,450.000,193.188,15.76,13.76
4894,300.000,145.861,17.00,15.00
4895,200.000,122.085,18.45,16.45
4896,250.000,133.424,20.00,18.00
4897,350.000,159.660,21.55,19.55
4898,500.000,213.595,23.00,21.00
4899,450.000,193.188,24.24,22.24
4900,300.000,145.946,25.20,23.20
4901,200.000,122.375,25.80,23.80
4902,250.000,133.822,26.00,24.00
4903,350.000,160.031,25.80,23.80
4904,500.000,213.707,25.20,23.20
4905,450.000,193.188,24.24,22.24
4906,300.000,145.861,23.00,21.00
4907,200.000,122.085,21.55,19.55
4908,250.000,133.424,20.00,18.00
4909,350.000,159.660,18.45,16.45
4910,500.000,213.595,17.00,15.00
4911,450.000,193.188,15.76,13.76
4912,300.000,145.861,14.80,12.80
4913,200.000,122.085,14.20,12.20
4914,250.000,133.424,14.00,12.00
4915,350.000,159.660,14.20,12.20
4916,500.000,213.595,14.80,12.80
4917,450.000,193.188,15.76,13.76
4918,300.000,145.861,17.00,15.00
4919,200.000,122.085,18.45,16.45
4920,250.000,133.424,20.00,18.00
4921,350.000,159.660,21.55,19.55
4922,500.000,213.595,23.00,21.00
4923,450.000,193.188,24.24,22.24
4924,300.000,145.946,25.20,23.20
4925,200.000,122.375,25.80,23.80
4926,250.000,133.822,26.00,24.00
4927,350.000,160.031,25.80,23.80
4928,500.000,213.707,25.20,23.20
4929,450.000,193.188,24.24,22.24
4930,300.000,145.861,23.00,21.00
4931,200.000,122.085,21.55,19.55
4932,250.000,133.424,20.00,18.00
4933,350.000,159.660,18.45,16.45
4934,500.000,213.595,17.00,15.00
4935,450.000,193.188,15.76,13.76
4936,300.000,145.861,14.80,12.80
4937,200.000,122.085,14.20,12.20
4938,250.000,133.424,14.00,12.00
4939,350.000,159.660,14.20,12.20
4940,500.000,213.595,14.80,12.80
4941,450.000,193.188,15.76,13.76
4942,300.000,145.861,17.00,15.00
4943,200.000,122.085,18.45,16.45
4944,250.000,133.424,20.00,18.00
4945,350.000,159.660,21.55,19.55
4946,500.000,213.595,23.00,21.00
4947,450.000,193.188,24.24,22.24
4948,300.000,145.946,25.20,23.20
4949,200.000,122.375,25.80,23.80
4950,250.000,133.822,26.00,24.00
4951,350.000,160.031,25.80,23.80
4952,500.000,213.707,25.20,23.20
4953,450.000,193.188,24.24,22.24
4954,300.000,145.861,23.00,21.00
4955,200.000,122.085,21.55,19.55
4956,250.000,133.424,20.00,18.00
4957,350.000,159.660,18.45,16.45
4958,500.000,213.595,17.00,15.00
4959,450.000,193.188,15.76,13.76
4960,300.000,145.861,14.80,12.80
4961,200.000,122.085,14.20,12.20
4962,250.000,133.424,14.00,12.00
4963,350.000,159.660,14.20,12.20
4964,500.000,213.595,14.80,12.80
4965,450.000,193.188,15.76,13.76
4966,300.000,145.861,17.00,15.00
4967,200.000,122.085,18.45,16.45
4968,250.000,133.424,20.00,18.00
4969,350.000,159.660,21.55,19.55
4970,500.000,213.595,23.00,21.00
4971,450.000,193.188,24.24,22.24
4972,300.000,145.946,25.20,23.20
4973,200.000,122.375,25.80,23.80
4974,250.000,133.822,26.00,24.00
4975,350.000,160.031,25.80,23.80
4976,500.000,213.707,25.20,23.20
4977,450.000,193.188,24.24,22.24
4978,300.000,145.861,23.00,21.00
4979,200.000,122.085,21.55,19.55
4980,250.000,133.424,20.00,18.00
4981,350.000,159.660,18.45,16.45
4982,500.000,213.595,17.00,15.00
4983,450.000,193.188,15.76,13.76
4984,300.000,145.861,14.80,12.80
4985,200.000,122.085,14.20,12.20
4986,250.000,133.424,14.00,12.00
4987,350.000,159.660,14.20,12.20
4988,500.000,213.595,14.80,12.80
4989,450.000,193.188,15.76,13.76
4990,300.000,145.861,17.00,15.00
4991,200.000,122.085,18.45,16.45
4992,250.000,133.424,20.00,18.00
4993,350.000,159.660,21.55,19.55
4994,500.000,213.595,23.00,21.00
4995,450.000,193.188,24.24,22.24
4996,300.000,145.946,25.20,23.20
4997,200.000,122.375,25.80,23.80
4998,250.000,133.822,26.00,24.00
4999,350.000,160.031,25.80,23.80
5000,500.000,213.707,25.20,23.20
5001,450.000,193.188,24.24,22.24
5002,300.000,145.861,23.00,21.00
5003,200.000,122.085,21.55,19.55
5004,250.000,133.424,20.00,18.00
5005,350.000,159.660,18.45,16.45
5006,500.000,213.595,17.00,15.00
5007,450.000,193.188,15.76,13.76
5008,300.000,145.861,14.80,12.80
5009,200.000,122.085,14.20,12.20
5010,250.000,133.424,14.00,12.00
5011,350.000,159.660,14.20,12.20
5012,500.000,213.595,14.80,12.80
5013,450.000,193.188,15.76,13.76
5014,300.000,145.861,17.00,15.00
5015,200.000,122.085,18.45,16.45
5016,250.000,133.424,20.00,18.00
5017,350.000,159.660,21.55,19.55
5018,500.000,213.595,23.00,21.00
5019,450.000,193.188,24.24,22.24
5020,300.000,145.946,25.20,23.20
5021,200.000,122.375,25.80,23.80
5022,250.000,133.822,26.00,24.00
5023,350.000,160.031,25.80,23.80
5024,500.000,213.707,25.20,23.20
5025,450.000,193.188,24.24,22.24
5026,300.000,145.861,23.00,21.00
5027,200.000,122.085,21.55,19.55
5028,250.000,133.424,20.00,18.00
5029,350.000,159.660,18.45,16.45
5030,500.000,213.595,17.00,15.00
5031,450.000,193.188,15.76,13.76
5032,300.000,145.861,14.80,12.80
5033,200.000,122.085,14.20,12.20
5034,250.000,133.424,14.00,12.00
5035,350.000,159.660,14.20,12.20
5036,500.000,213.595,14.80,12.80
5037,450.000,193.188,15.76,13.76
5038,300.000,145.861,17.00,15.00
5039,200.000,122.085,18.45,16.45
5040,250.000,133.424,20.00,18.00
5041,350.000,159.660,21.55,19.55
5042,500.000,213.595,23.00,21.00
5043,450.000,193.188,24.24,22.24
5044,300.000,145.946,25.20,23.20
5045,200.000,122.375,25.80,23.80
5046,250.000,133.822,26.00,24.00
5047,350.000,160.031,25.80,23.80
5048,500.000,213.707,25.20,23.20
5049,450.000,193.188,24.24,22.24
5050,300.000,145.861,23.00,21.00
5051,200.000,122.085,21.55,19.55
5052,250.000,133.424,20.00,18.00
5053,350.000,159.660,18.45,16.45
5054,500.000,213.595,17.00,15.00
5055,450.000,193.188,15.76,13.76
5056,300.000,145.861,14.80,12.80
5057,200.000,122.085,14.20,12.20
5058,250.000,133.424,14.00,12.00
5059,350.000,159.660,14.20,12.20
5060,500.000,213.595,14.80,12.80
5061,450.000,193.188,15.76,13.76
5062,300.000,145.861,17.00,15.00
5063,200.000,122.085,18.45,16.45
5064,250.000,133.424,20.00,18.00
5065,350.000,159.660,21.55,19.55
5066,500.000,213.595,23.00,21.00
5067,450.000,193.188,24.24,22.24
5068,300.000,145.946,25.20,23.20
5069,200.000,122.375,25.80,23.80
5070,250.000,133.822,26.00,24.00
5071,350.000,160.031,25.80,23.80
5072,500.000,213.707,25.20,23.20
5073,450.000,193.188,24.24,22.24
5074,300.000,145.861,23.00,21.00
5075,200.000,122.085,21.55,19.55
5076,250.000,133.424,20.00,18.00
5077,350.000,159.660,18.45,16.45
5078,500.000,213.595,17.00,15.00
5079,450.000,193.188,15.76,13.76
5080,300.000,145.861,14.80,12.80
5081,200.000,122.085,14.20,12.20
5082,250.000,133.424,14.00,12.00
5083,350.000,159.660,14.20,12.20
5084,500.000,213.595,14.80,12.80
5085,450.000,193.188,15.76,13.76
5086,300.000,145.861,17.00,15.00
5087,200.000,122.085,18.45,16.45
5088,250.000,133.424,20.00,18.00
5089,350.000,159.660,21.55,19.55
5090,500.000,213.595,23.00,21.00
5091,450.000,193.188,24.24,22.24
5092,300.000,145.946,25.20,23.20
5093,200.000,122.375,25.80,23.80
5094,250.000,133.822,26.00,24.00
5095,350.000,160.031,25.80,23.80
5096,500.000,213.707,25.20,23.20
5097,450.000,193.188,24.24,22.24
5098,300.000,145.861,23.00,21.00
5099,200.000,122.085,21.55,19.55
5100,250.000,133.424,20.00,18.00
5101,350.000,159.660,18.45,16.45
5102,500.000,213.595,17.00,15.00
5103,450.000,193.188,15.76,13.76
5104,300.000,145.861,14.80,12.80
5105,200.000,122.085,14.20,12.20
5106,250.000,133.424,14.00,12.00
5107,350.000,159.660,14.20,12.20
5108,500.000,213.595,14.80,12.80
5109,450.000,193.188,15.76,13.76
5110,300.000,145.861,17.00,15.00
5111,200.000,122.085,18.45,16.45
5112,250.000,133.424,20.00,18.00
5113,350.000,159.660,21.55,19.55
5114,500.000,213.595,23.00,21.00
5115,450.000,193.188,24.24,22.24
5116,300.000,145.946,25.20,23.20
5117,200.000,122.375,25.80,23.80
5118,250.000,133.822,26.00,24.00
5119,350.000,160.031,25.80,23.80
5120,500.000,213.707,25.20,23.20
5121,450.000,193.188,24.24,22.24
5122,300.000,145.861,23.00,21.00
5123,200.000,122.085,21.55,19.55
5124,250.000,133.424,20.00,18.00
5125,350.000,159.660,18.45,16.45
5126,500.000,213.595,17.00,15.00
5127,450.000,193.188,15.76,13.76
5128,300.000,145.861,14.80,12.80
5129,200.000,122.085,14.20,12.20
5130,250.000,133.424,14.00,12.00
5131,350.000,159.660,14.20,12.20
5132,500.000,213.595,14.80,12.80
5133,450.000,193.188,15.76,13.76
5134,300.000,145.861,17.00,15.00
5135,200.000,122.085,18.45,16.45
5136,250.000,133.424,20.00,18.00
5137,350.000,159.660,21.55,19.55
5138,500.000,213.595,23.00,21.00
5139,450.000,193.188,24.24,22.24
5140,300.000,145.946,25.20,23.20
5141,200.000,122.375,25.80,23.80
5142,250.000,133.822,26.00,24.00
5143,350.000,160.031,25.80,23.80
5144,500.000,213.707,25.20,23.20
5145,450.000,193.188,24.24,22.24
5146,300.000,145.861,23.00,21.00
5147,200.000,122.085,21.55,19.55
5148,250.000,133.424,20.00,18.00
5149,350.000,159.660,18.45,16.45
5150,500.000,213.595,17.00,15.00
5151,450.000,193.188,15.76,13.76
5152,300.000,145.861,14.80,12.80
5153,200.000,122.085,14.20,12.20
5154,250.000,133.424,14.00,12.00
5155,350.000,159.660,14.20,12.20
5156,500.000,213.595,14.80,12.80
5157,450.000,193.188,15.76,13.76
5158,300.000,145.861,17.00,15.00
5159,200.000,122.085,18.45,16.45
5160,250.000,133.424,20.00,18.00
5161,350.000,159.660,21.55,19.55
5162,500.000,213.595,23.00,21.00
5163,450.000,193.188,24.24,22.24
5164,300.000,145.946,25.20,23.20
5165,200.000,122.375,25.80,23.80
5166,250.000,133.822,26.00,24.00
5167,350.000,160.031,25.80,23.80
5168,500.000,213.707,25.20,23.20
5169,450.000,193.188,24.24,22.24
5170,300.000,145.861,23.00,21.00
5171,200.000,122.085,21.55,19.55
5172,250.000,133.424,20.00,18.00
5173,350.000,159.660,18.45,16.45
5174,500.000,213.595,17.00,15.00
5175,450.000,193.188,15.76,13.76
5176,300.000,145.861,14.80,12.80
5177,200.000,122.085,14.20,12.20
5178,250.000,133.424,14.00,12.00
5179,350.000,159.660,14.20,12.20
5180,500.000,213.595,14.80,12.80
5181,450.000,193.188,15.76,13.76
5182,300.000,145.861,17.00,15.00
5183,200.000,122.085,18.45,16.45
5184,250.000,133.424,20.00,18.00
5185,350.000,159.660,21.55,19.55
5186,500.000,213.595,23.00,21.00
5187,450.000,193.188,24.24,22.24
5188,300.000,145.946,25.20,23.20
5189,200.000,122.375,25.80,23.80
5190,250.000,133.822,26.00,24.00
5191,350.000,160.031,25.80,23.80
5192,500.000,213.707,25.20,23.20
5193,450.000,193.188,24.24,22.24
5194,300.000,145.861,23.00,21.00
5195,200.000,122.085,21.55,19.55
5196,250.000,133.424,20.00,18.00
5197,350.000,159.660,18.45,16.45
5198,500.000,213.595,17.00,15.00
5199,450.000,193.188,15.76,13.76
5200,300.000,145.861,14.80,12.80
5201,200.000,122.085,14.20,12.20
5202,250.000,133.424,14.00,12.00
5203,350.000,159.660,14.20,12.20
5204,500.000,213.595,14.80,12.80
5205,450.000,193.188,15.76,13.76
